,Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
1354,GREENWOOD VOLUNTEER FIRE DEPT,51020,PO BOX 977,GREENWOOD,NY,14839,51,Steuben,6076612769.0,42.13273,-77.635,"(42.13273, -77.635)"
1355,HAMMONDSPORT VOLUNTEER FIRE DEPT,51021,PO BOX 337,HAMMONDSPORT,NY,14840,51,Steuben,6075692167.0,42.401361,-77.216476,"(42.401361, -77.216476)"
1356,HORNBY FIRE DEPARTMENT,51022,5492 MONTEREY RD,BEAVER DAMS,NY,14812,51,Steuben,6079622551.0,42.170809999999996,-77.12374,"(42.17081, -77.12374)"
1357,HORNELL FIRE DEPARTMENT,51023,110 BROADWAY,HORNELL,NY,14843,51,Steuben,6073242100.0,42.324622999999995,-77.661369,"(42.324623, -77.661369)"
1358,HOWARD FIRE DEPARTMENT,51024,3622 CO RTE 70,AVOCA,NY,14809,51,Steuben,6075662426.0,42.40743,-77.42111,"(42.40743, -77.42111)"
1359,JASPER VOLUNTEER FIRE DEPARTMENT,51025,PO BOX 118,JASPER,NY,14855,51,Steuben,6077923796.0,42.14135,-77.49521999999999,"(42.14135, -77.49522)"
1360,LINDLEY-PRESHO VOL FIRE DEPT,51026,9599 TANNERY CREEK ROAD,LINDLEY,NY,14858-9764,51,Steuben,6075236606.0,42.044507,-77.12363,"(42.044507, -77.12363)"
1361,NORTH HORNELL FIRE DEPARTMENT,51027,1 WEST MAPLEWOOD,HORNELL,NY,14843,51,Steuben,6073241033.0,42.344414,-77.660512,"(42.344414, -77.660512)"
1362,PAINTED POST FIRE DEPARTMENT,51028,PO BOX 110,PAINTED POST,NY,14870,51,Steuben,6077651132.0,42.170809999999996,-77.12374,"(42.17081, -77.12374)"
1363,PERKINSVILLE FIRE DEPARTMENT,51029,PO BOX 78,PERKINSVILLE,NY,14529,51,Steuben,7167285013.0,42.53756,-77.62553,"(42.53756, -77.62553)"
1364,PRATTSBURG FIRE DEPARTMENT,51030,13 ALLIS STREET,PRATTSBURG,NY,14873,51,Steuben,6075223306.0,42.51076,-77.33655999999999,"(42.51076, -77.33656)"
1365,PULTENEY FIRE DISTRICT,51031,8891 BROWN ROAD PO BOX 35,PULTENEY,NY,14874,51,Steuben,6078683003.0,42.528290000000005,-77.17520999999999,"(42.52829, -77.17521)"
1366,REXVILLE VOLUNTEER FIRE DEPT,51032,PO BOX 33,REXVILLE,NY,14877-0033,51,Steuben,6072254515.0,42.085057,-77.661152,"(42.085057, -77.661152)"
1367,SAVONA FIRE DEPARTMENT,51033,17 MC COY STREET,SAVONA,NY,14879,51,Steuben,6075832620.0,42.286762,-77.21756500000001,"(42.286762, -77.217565)"
1368,SOUTH CORNING VOLUNTEER FIRE DEP,51034,7 CLARK STREET,CORNING,NY,14830,51,Steuben,6079375866.0,42.124126000000004,-77.034094,"(42.124126, -77.034094)"
1369,SOUTH DANSVILLE FIRE DEPARTMENT,51035,1481 DAY ROAD,ARKPORT,NY,14807,51,Steuben,6072959804.0,42.394259999999996,-77.69659,"(42.39426, -77.69659)"
1370,SOUTH HORNELL FIRE DEPARTMENT,51036,PO BOX 361,HORNELL,NY,14843,51,Steuben,6073241148.0,42.32782,-77.6574,"(42.32782, -77.6574)"
1371,THURSTON FIRE DEPARTMENT,51037,7507 THURSTON RD,CAMPBELL,NY,14821,51,Steuben,6075834144.0,42.21975,-77.22146,"(42.21975, -77.22146)"
1372,TROUPSBURG VOLUNTEER FIRE DEPT,51038,876 MAIN STREET,TROUPSBURG,NY,14885,51,Steuben,6075256303.0,42.05324,-77.56123000000001,"(42.05324, -77.56123)"
1373,TUSCARORA FREEMAN VOL FIRE DEPT,51039,820 MACK ROAD,ADDISON,NY,14801-9313,51,Steuben,6073592352.0,42.027467,-77.293726,"(42.027467, -77.293726)"
1374,WALLACE FIRE DEPARTMENT,51040,4534 CTY RT 105,AVOCA,NY,14809,51,Steuben,6075669208.0,42.40743,-77.42111,"(42.40743, -77.42111)"
1375,WAYLAND FIRE DEPARTMENT,51041,14 EAST NAPLES STREET,WAYLAND,NY,14572,51,Steuben,7167282820.0,42.56775,-77.590715,"(42.56775, -77.590715)"
1376,WOODHULL FIRE DEPARTMENT,51042,5193 WEST MAIN ST BOX 102,WOODHULL,NY,14898,51,Steuben,6074855380.0,42.07991,-77.4091,"(42.07991, -77.4091)"
1377,NORTH CORNING VOL FIRE DEPT,51043,5931 RAILROAD AVENUE,KANONA,NY,14856,51,Steuben,6079623778.0,42.162384,-77.057011,"(42.162384, -77.057011)"
1378,KANONA FIRE DEPARTMENT,51044,5138 CHAMBERLAIN ROAD,BATH,NY,14810,51,Steuben,6077769002.0,42.33562,-77.31845,"(42.33562, -77.31845)"
1379,WAYNE FIRE COMPANY,51045,PO BOX 91,WAYNE,NY,14893,51,Steuben,6072923380.0,42.470620000000004,-77.10544,"(42.47062, -77.10544)"
1380,AMAGANSETT FIRE DEPARTMENT,52001,PO BOX 911,AMAGANSETT,NY,11930,52,Suffolk,6312673300.0,40.978819,-72.134878,"(40.978819, -72.134878)"
1381,AMITYVILLE FIRE DEPARTMENT,52002,55 W OAK ST PO BOX 725,AMITYVILLE,NY,11701,52,Suffolk,6312641130.0,40.679218,-73.420642,"(40.679218, -73.420642)"
1382,BABYLON FIRE DEPARTMENT,52003,153 W MAIN ST PO BOX 236,BABYLON,NY,11702,52,Suffolk,6316691600.0,40.695731,-73.326233,"(40.695731, -73.326233)"
1383,BAYPORT FIRE DEPARTMENT,52004,251 SNEDECOR AVENUE,BAYPORT,NY,11705,52,Suffolk,6314720641.0,40.745039,-73.053377,"(40.745039, -73.053377)"
1384,BAY SHORE FIRE DEPARTMENT,52005,195 FIFTH AVENUE,BAY SHORE,NY,11706,52,Suffolk,6316654227.0,40.728988,-73.26062399999999,"(40.728988, -73.260624)"
1385,BELLPORT FIRE DEPARTMENT,52006,161 MAIN STREET,BELLPORT,NY,11713,52,Suffolk,6312860273.0,40.758469,-72.938,"(40.758469, -72.938)"
1386,BLUE POINT FIRE DEPARTMENT,52007,205 BLUE POINT AVENUE,BLUE POINT,NY,11715,52,Suffolk,6313636310.0,40.749804,-73.036722,"(40.749804, -73.036722)"
1387,BOHEMIA FIRE DEPARTMENT,52008,950 PEARL STREET,BOHEMIA,NY,11716,52,Suffolk,6315892555.0,40.765572999999996,-73.10969399999999,"(40.765573, -73.109694)"
1388,BRENTWOOD FIRE DEPARTMENT,52009,125 FOURTH STREET,BRENTWOOD,NY,11717,52,Suffolk,6312737080.0,40.77694,-73.247699,"(40.77694, -73.247699)"
1389,BRIDGEHAMPTON FIRE DEPARTMENT,52010,64 SCHOOL ST PO BOX 1280,BRIDGEHAMPTON,NY,11932,52,Suffolk,6315370336.0,40.9371,-72.30181999999999,"(40.9371, -72.30182)"
1390,BROOKHAVEN FIRE DEPARTMENT,52011,2486 MONTAUK HIGHWAY,BROOKHAVEN,NY,11719,52,Suffolk,6312860282.0,40.78638,-72.91699100000001,"(40.78638, -72.916991)"
1391,CENTEREACH FIRE DEPARTMENT,52013,9 SOUTH WASHINGTON AVENUE,CENTEREACH,NY,11720,52,Suffolk,6315888652.0,40.857353,-73.08936899999999,"(40.857353, -73.089369)"
1392,CENTER MORICHES FIRE DEPARTMENT,52014,301 MAIN STREET,CENTER MORICHES,NY,11934,52,Suffolk,6318780089.0,40.800224,-72.790872,"(40.800224, -72.790872)"
1393,CENTERPORT FIRE DEPARTMENT,52015,9 PARK CIRCLE PO BOX 615,CENTERPORT,NY,11721,52,Suffolk,6312615916.0,40.887132,-73.367797,"(40.887132, -73.367797)"
1394,CENTRAL ISLIP FIRE DEPARTMENT,52016,97 CARLTON AVENUE,CENTRAL ISLIP,NY,11722,52,Suffolk,6312349145.0,40.785013,-73.200779,"(40.785013, -73.200779)"
1395,CHERRY GROVE FIRE DEPARTMENT,52018,PO BOX 4173,CHERRY GROVE,NY,11782,52,Suffolk,6315976697.0,40.782527,-72.808704,"(40.782527, -72.808704)"
1396,COLD SPRING HARBOR FIRE DEPT,52019,2 MAIN STREET,COLD SPRING HARBOR,NY,11724,52,Suffolk,6316926772.0,40.869738,-73.460532,"(40.869738, -73.460532)"
1397,COMMACK FIRE DEPARTMENT,52020,6309 JERICHO TURNPIKE,COMMACK,NY,11725,52,Suffolk,6314996690.0,40.842940000000006,-73.296059,"(40.84294, -73.296059)"
1398,COPIAGUE FIRE DEPARTMENT,52021,320 GREAT NECK ROAD,COPIAGUE,NY,11726,52,Suffolk,6318425566.0,40.671077000000004,-73.394256,"(40.671077, -73.394256)"
1399,CORAM FIRE DEPARTMENT,52022,303 MIDDLE COUNTRY ROAD,CORAM,NY,11727,52,Suffolk,6317325733.0,40.870086,-72.999158,"(40.870086, -72.999158)"
1400,CUTCHOGUE FIRE DEPARTMENT,52023,260 NEW SUFFOLK RD,CUTCHOGUE,NY,11935,52,Suffolk,6317346907.0,41.009978000000004,-72.484718,"(41.009978, -72.484718)"
1401,DAVIS PARK FIRE DEPARTMENT,52024,PO BOX 913,PATCHOGUE,NY,11772,52,Suffolk,6315976024.0,40.77259,-72.99932,"(40.77259, -72.99932)"
1402,DEER PARK VOLUNTEER FIRE DEPT,52025,94 LAKE AVENUE,DEER PARK,NY,11729,52,Suffolk,6316673547.0,40.759477000000004,-73.32595,"(40.759477, -73.32595)"
1403,DIX HILLS FIRE DEPARTMENT,52026,115 E DEER PARK ROAD,DIX HILLS,NY,11746,52,Suffolk,6314998836.0,40.825873,-73.343423,"(40.825873, -73.343423)"
1404,EAST BRENTWOOD FIRE DEPARTMENT,52027,26 FULTON STREET,BRENTWOOD,NY,11717,52,Suffolk,6312734560.0,40.789315,-73.230083,"(40.789315, -73.230083)"
1405,EAST FARMINGDALE VOL FIRE CO,52028,930 CONKLIN STREET,E FARMINGDALE,NY,11735,52,Suffolk,6312490474.0,40.737563,-73.426305,"(40.737563, -73.426305)"
1406,EAST HAMPTON FIRE DEPARTMENT,52029,1 CEDAR STREET,E HAMPTON,NY,11937,52,Suffolk,6313240124.0,40.97125,-72.18968000000001,"(40.97125, -72.18968)"
1407,EAST ISLIP FIRE DEPARTMENT,52030,30 E MAIN ST,EAST ISLIP,NY,11730,52,Suffolk,6315819768.0,40.731414,-73.189208,"(40.731414, -73.189208)"
1408,EAST MARION FIRE DEPARTMENT,52031,PO BOX 162,EAST MARION,NY,11939,52,Suffolk,6314770539.0,40.685225,-73.37175400000001,"(40.685225, -73.371754)"
1409,EAST MORICHES FIRE DEPARTMENT,52032,PINE STREET PO BOX 605,EAST MORICHES,NY,11940,52,Suffolk,6318780772.0,40.826344,-72.765873,"(40.826344, -72.765873)"
1410,EAST NORTHPORT FIRE DEPARTMENT,52033,1 NINTH AVENUE,EAST NORTHPORT,NY,11731,52,Suffolk,6312610360.0,40.879041,-73.325466,"(40.879041, -73.325466)"
1411,EAST QUOGUE FIRE DEPARTMENT,52034,MAIN STREET PO BOX 271,EAST QUOGUE,NY,11942,52,Suffolk,6316535101.0,40.84196,-72.58010999999999,"(40.84196, -72.58011)"
1412,EASTPORT FIRE DEPARTMENT,52035,PO BOX 158,EASTPORT,NY,11941,52,Suffolk,6313250464.0,40.828059,-72.73180699999999,"(40.828059, -72.731807)"
1413,EATON'S NECK FIRE DEPARTMENT,52036,55 EATON'S NECK ROAD,NORTHPORT,NY,11768,52,Suffolk,6317578932.0,40.937351,-73.397204,"(40.937351, -73.397204)"
1414,FAIR HARBOR FIRE DEPARTMENT,52037,PO BOX 451,OCEAN BEACH,NY,11770,52,Suffolk,6315838546.0,40.637568,-73.204709,"(40.637568, -73.204709)"
1415,FISHERS ISLAND FIRE DEPARTMENT,52038,CRESCENT AVENUE PO BOX 123,FISHERS ISLAND,NY,6390,52,Suffolk,6317887375.0,41.264084000000004,-72.015732,"(41.264084, -72.015732)"
1416,FIRE ISLAND PINES FIRE DEPT,52039,PO BOX 193,SAYVILLE,NY,11782,52,Suffolk,6315976860.0,40.665145,-73.068922,"(40.665145, -73.068922)"
1417,FLANDERS FIRE DEPARTMENT,52040,19 FIREHOUSE LANE,FLANDERS,NY,11901,52,Suffolk,6317270758.0,40.904209,-72.621302,"(40.904209, -72.621302)"
1418,GORDON HEIGHTS FIRE DEPARTMENT,52041,PO BOX 26,MIDDLE ISLAND,NY,11953,52,Suffolk,6317323891.0,40.854371,-72.966368,"(40.854371, -72.966368)"
1419,GREAT RIVER FIRE DEPARTMENT,52042,PO BOX 664,GREAT RIVER,NY,11739,52,Suffolk,6312775837.0,40.72449,-73.16159,"(40.72449, -73.16159)"
1420,GREENLAWN FIRE DEPARTMENT,52043,23 BOULEVARD STREET,GREENLAWN,NY,11740,52,Suffolk,6312619103.0,40.869491,-73.363536,"(40.869491, -73.363536)"
1421,GREENPORT FIRE DEPARTMENT,52044,THIRD STREET PO BOX 58,GREENPORT,NY,11944,52,Suffolk,6314779801.0,41.101890000000004,-72.3673,"(41.10189, -72.3673)"
1422,HAGERMAN FIRE DEPARTMENT,52046,510 OAKDALE AVENUE,EAST PATCHOGUE,NY,11772,52,Suffolk,6316542790.0,40.76273,-72.96543,"(40.76273, -72.96543)"
1423,HALESITE FIRE DEPARTMENT,52047,1 NORTH NEW YORK AVENUE,HALESITE,NY,11743,52,Suffolk,6314271910.0,40.882527,-73.41983,"(40.882527, -73.41983)"
1424,HAMPTON BAYS FIRE COMPANY,52048,69 WEST MONTAUK HIGHWAY,HAMPTON BAYS,NY,11946,52,Suffolk,6317289191.0,40.87679,-72.5262,"(40.87679, -72.5262)"
1425,HAUPPAUGE VOLUNTEER FIRE DEPT,52049,855 WHEELER ROAD,HAUPPAUGE,NY,11788,52,Suffolk,6312652499.0,40.824009000000004,-73.205682,"(40.824009, -73.205682)"
1426,HOLBROOK FIRE DEPARTMENT,52051,390 TERRY BOULEVARD,HOLBROOK,NY,11741,52,Suffolk,6315880099.0,40.79609,-73.073826,"(40.79609, -73.073826)"
1427,HOLTSVILLE FIRE DEPARTMENT,52052,1025 WAVERLY AVENUE,HOLTSVILLE,NY,11742,52,Suffolk,6314755238.0,40.815154,-73.044717,"(40.815154, -73.044717)"
1428,HUNTINGTON FIRE DEPARTMENT,52053,1 LEVERICH PLACE,HUNTINGTON,NY,11743,52,Suffolk,6314273030.0,40.875082,-73.424413,"(40.875082, -73.424413)"
1429,HUNTINGTON MANOR VOL FIRE DEPT,52054,1650 NEW YORK AVENUE,HUNTINGTON STATION,NY,11746,52,Suffolk,6314271629.0,40.84175,-73.411968,"(40.84175, -73.411968)"
1430,ISLIP FIRE DEPARTMENT,52055,28 MONELL AVENUE,ISLIP,NY,11751,52,Suffolk,6315815656.0,40.728301,-73.214749,"(40.728301, -73.214749)"
1431,ISLIP TERRACE FIRE DEPARTMENT,52056,264 BEAVER DAM ROAD,ISLIP TERRACE,NY,11752,52,Suffolk,6315817350.0,40.750534,-73.19826,"(40.750534, -73.19826)"
1432,JAMESPORT FIRE DEPARTMENT,52057,25 MANOR LANE PO BOX 78,JAMESPORT,NY,11947,52,Suffolk,6317223817.0,40.950501,-72.58102099999999,"(40.950501, -72.581021)"
1433,KINGS PARK FIRE DEPARTMENT,52058,2 E MAIN STREET,KINGS PARK,NY,11754,52,Suffolk,6312696846.0,40.884282,-73.253682,"(40.884282, -73.253682)"
1434,LAKELAND FIRE DEPARTMENT,52060,929 JOHNSON AVENUE,RONKONKOMA,NY,11779,52,Suffolk,6315888373.0,40.807629999999996,-73.122514,"(40.80763, -73.122514)"
1435,LINDENHURST FIRE DEPARTMENT,52061,225 S WELLWOOD AVENUE,LINDENHURST,NY,11757,52,Suffolk,6319577530.0,40.685225,-73.37175400000001,"(40.685225, -73.371754)"
1436,MANORVILLE FIRE DEPARTMENT,52062,16 SILAS CARTER ROAD,MANORVILLE,NY,11949,52,Suffolk,6318786614.0,40.859741,-72.808502,"(40.859741, -72.808502)"
1437,MASTIC FIRE DEPARTMENT,52063,1080 MASTIC ROAD,MASTIC,NY,11950,52,Suffolk,6312812022.0,40.802406,-72.840645,"(40.802406, -72.840645)"
1439,MATTITUCK FIRE DEPARTMENT,52065,1000 PIKE STREET PO BOX 136,MATTITUCK,NY,11952,52,Suffolk,6312988833.0,40.993126000000004,-72.533402,"(40.993126, -72.533402)"
1440,MEDFORD FIRE DEPARTMENT,52066,171 OREGON AVENUE,MEDFORD,NY,11763,52,Suffolk,6314752865.0,40.815875,-72.998537,"(40.815875, -72.998537)"
1441,MELVILLE FIRE DEPARTMENT,52067,531 SWEETHOLLOW ROAD,MELVILLE,NY,11747,52,Suffolk,6314232635.0,40.790147,-73.41725,"(40.790147, -73.41725)"
1442,MIDDLE ISLAND FIRE DEPARTMENT,52068,31 ARNOLD DRIVE & RTE 25,MIDDLE ISLAND,NY,11953,52,Suffolk,6319243116.0,40.878997,-72.967751,"(40.878997, -72.967751)"
1443,MILLER PLACE FIRE DEPARTMENT,52069,PO BOX 5590,MILLER PLACE,NY,11764,52,Suffolk,6314732202.0,40.950671,-72.991569,"(40.950671, -72.991569)"
1444,MONTAUK FIRE DEPARTMENT,52070,12 FLAMINGO AVENUE,MONTAUK,NY,11954,52,Suffolk,6316685695.0,41.049653,-71.952388,"(41.049653, -71.952388)"
1445,MOUNT SINAI FIRE DEPARTMENT,52072,746 MT SINAI-CORAM RD,MOUNT SINAI,NY,11766,52,Suffolk,6314732105.0,40.9455,-73.02199499999999,"(40.9455, -73.021995)"
1446,NESCONSET FIRE DEPARTMENT,52073,25 GIBBS POND ROAD,NESCONSET,NY,11767,52,Suffolk,6312651428.0,40.856193,-73.152345,"(40.856193, -73.152345)"
1447,NORTH AMITYVILLE FIRE DEPARTMENT,52074,601 BROADWAY,AMITYVILLE,NY,11701,52,Suffolk,6317892982.0,40.694309999999994,-73.423284,"(40.69431, -73.423284)"
1448,NORTH BABYLON VOL FIRE COMPANY,52075,20 HALE ROAD,NORTH BABYLON,NY,11703,52,Suffolk,6316690419.0,40.727205,-73.32128399999999,"(40.727205, -73.321284)"
1449,NORTH LINDENHURST FIRE DEPT,52076,1630 STRAIGHT PATH,NORTH LINDENHURST,NY,11757,52,Suffolk,6319571457.0,40.706299,-73.38606999999999,"(40.706299, -73.38607)"
1450,NORTH PATCHOGUE FIRE DEPARTMENT,52077,33 DAVIDSON AVENUE,NORTH PATCHOGUE,NY,11772,52,Suffolk,6314751788.0,40.77259,-72.99932,"(40.77259, -72.99932)"
1451,NORTHPORT FIRE DEPARTMENT,52078,204 MAIN STREET,NORTHPORT,NY,11768,52,Suffolk,6312617504.0,40.9007,-73.34789599999999,"(40.9007, -73.347896)"
1452,NORTH SEA FIRE DEPARTMENT,52079,149 NOYAC ROAD PO BOX 1312,SOUTHAMPTON,NY,11968,52,Suffolk,6312833629.0,40.93278,-72.41385600000001,"(40.93278, -72.413856)"
1453,OCEAN BAY PARK FIRE DEPARTMENT,52080,BAYVIEW AVENUE PO BOX 385,OCEAN BAY PARK,NY,11706,52,Suffolk,6315837155.0,40.6414,-73.18007,"(40.6414, -73.18007)"
1454,OCEAN BEACH VOLUNTEER FIRE DEPT,52081,BAY & COTTAGE WALK POB 386,OCEAN BEACH,NY,11770,52,Suffolk,6315835940.0,40.648132000000004,-73.15617900000001,"(40.648132, -73.156179)"
1455,ORIENT FIRE DEPARTMENT,52082,23300 MAIN ROAD,ORIENT,NY,11957,52,Suffolk,6313231315.0,41.143321,-72.299492,"(41.143321, -72.299492)"
1456,PATCHOGUE FIRE DEPARTMENT,52083,15 JENNINGS AVENUE,PATCHOGUE,NY,11772,52,Suffolk,6312079423.0,40.767321,-73.016648,"(40.767321, -73.016648)"
1457,POINT O' WOODS FIRE DEPARTMENT,52085,5 POINT-O-WOODS AVENUE,POINT-O-WOODS,NY,11706,52,Suffolk,6315837124.0,40.73914,-73.2538,"(40.73914, -73.2538)"
1458,PORT JEFFERSON FIRE DEPARTMENT,52086,115 MAPLE PLACE,PORT JEFFERSON,NY,11777,52,Suffolk,5164738910.0,40.943519,-73.068436,"(40.943519, -73.068436)"
1459,QUOGUE FIRE DEPARTMENT,52087,JESSUP AVENUE PO BOX 5026,QUOGUE,NY,11959,52,Suffolk,6316534620.0,40.817796,-72.60859599999999,"(40.817796, -72.608596)"
1460,RIDGE FIRE DEPARTMENT,52089,PO BOX 515,RIDGE,NY,11961,52,Suffolk,6319243256.0,40.90729,-72.89294,"(40.90729, -72.89294)"
1461,RIVERHEAD FIRE DEPARTMENT,52090,540 ROANOKE AVENUE,RIVERHEAD,NY,11901,52,Suffolk,6317272751.0,40.919014000000004,-72.66197,"(40.919014, -72.66197)"
1462,ROCKY POINT VOLUNTEER FIRE DEPT,52091,5 TESLA STREET,SHOREHAM,NY,11786,52,Suffolk,6317447155.0,40.946785999999996,-72.897591,"(40.946786, -72.897591)"
1463,RONKONKOMA FIRE DEPARTMENT,52092,177 PORTION ROAD,LAKE RONKONKOMA,NY,11779,52,Suffolk,6315888204.0,40.826679999999996,-73.106268,"(40.82668, -73.106268)"
1464,SAG HARBOR FIRE DEPARTMENT,52093,1357 BRICKLIN RD PO BOX 209,SAG HARBOR,NY,11963,52,Suffolk,6317250057.0,40.99086,-72.30074599999999,"(40.99086, -72.300746)"
1465,SAINT JAMES FIRE DEPARTMENT,52094,533 N COUNTRY ROAD,SAINT JAMES,NY,11780,52,Suffolk,6315845760.0,40.875184000000004,-73.159384,"(40.875184, -73.159384)"
1466,SALTAIRE FIRE DEPARTMENT,52095,PO BOX 5375,BAY SHORE,NY,11706,52,Suffolk,6315839507.0,40.73914,-73.2538,"(40.73914, -73.2538)"
1467,SAYVILLE FIRE DEPARTMENT,52096,107 N MAIN STREET,SAYVILLE,NY,11782,52,Suffolk,6315890189.0,40.737313,-73.080513,"(40.737313, -73.080513)"
1468,SELDEN FIRE DEPARTMENT,52097,WOODMERE PLACE PO BOX 2345,SELDEN,NY,11784,52,Suffolk,6317321234.0,40.864849,-73.040269,"(40.864849, -73.040269)"
1469,SETAUKET FIRE DEPARTMENT,52098,26 HULSE ROAD,EAST SETAUKET,NY,11733,52,Suffolk,6319414900.0,40.941931,-73.104736,"(40.941931, -73.104736)"
1470,SHELTER ISLAND FIRE DEPARTMENT,52099,STATE ROAD 114 PO BOX 613,SHELTER ISLAND,NY,11964,52,Suffolk,6317490184.0,41.06953,-72.33912,"(41.06953, -72.33912)"
1471,SMITHTOWN FIRE DEPARTMENT,52101,100 ELM AVENUE,SMITHTOWN,NY,11787,52,Suffolk,6312651503.0,40.852472999999996,-73.195576,"(40.852473, -73.195576)"
1472,SOUTHAMPTON FIRE DEPARTMENT,52102,WINDMILL LANE PO BOX 1435,SOUTHAMPTON,NY,11969,52,Suffolk,6312830072.0,40.91773,-72.40938,"(40.91773, -72.40938)"
1473,SOUTHOLD FIRE DEPARTMENT,52103,55135 MAIN RD PO BOX 1469,SOUTHOLD,NY,11971,52,Suffolk,6317653385.0,41.06192,-72.42825,"(41.06192, -72.42825)"
1474,SOUND BEACH FIRE DEPARTMENT,52104,152 SOUND BEACH BLVD,SOUND BEACH,NY,11789,52,Suffolk,6317442151.0,40.95567,-72.96689599999999,"(40.95567, -72.966896)"
1475,SPRINGS FIRE DEPARTMENT,52106,179 FORT POND BOULEVARD,EAST HAMPTON,NY,11937,52,Suffolk,6313249811.0,41.025954,-72.15795200000001,"(41.025954, -72.157952)"
1476,STONY BROOK FIRE DEPARTMENT,52107,147 MAIN STREET,STONY BROOK,NY,11790,52,Suffolk,6317510460.0,40.918275,-73.14751899999999,"(40.918275, -73.147519)"
1477,TERRYVILLE FIRE DEPARTMENT,52109,19 JAYNE BOULEVARD,PORT JEFFERSON STATION,NY,11776,52,Suffolk,6314731224.0,40.926322,-73.048936,"(40.926322, -73.048936)"
1478,WADING RIVER FIRE DEPARTMENT,52111,1503 N COUNTRY RD,WADING RIVER,NY,11792,52,Suffolk,6319294340.0,40.953573,-72.847571,"(40.953573, -72.847571)"
1479,WEST BABYLON VOLUNTEER FIRE DEPT,52112,126 ARNOLD AVENUE,W BABYLON,NY,11704,52,Suffolk,6316699822.0,40.700895,-73.34479499999999,"(40.700895, -73.344795)"
1480,WESTHAMPTON BEACH FIRE DEPT,52113,SUNSET AVENUE PO BOX 1526,WESTHAMPTON BEACH,NY,11978,52,Suffolk,6312881255.0,40.811975,-72.644867,"(40.811975, -72.644867)"
1481,WEST ISLIP FIRE DEPARTMENT,52114,309 UNION BOULEVARD,WEST ISLIP,NY,11795,52,Suffolk,6316616440.0,40.706404,-73.305421,"(40.706404, -73.305421)"
1482,WEST SAYVILLE FIRE DEPARTMENT,52115,80 MAIN STREET,WEST SAYVILLE,NY,11796,52,Suffolk,6315679464.0,40.729139,-73.094285,"(40.729139, -73.094285)"
1483,WYANDANCH VOLUNTEER FIRE COMPANY,52117,1528 STRAIGHT PATH,WYANDANCH,NY,11798,52,Suffolk,6316439431.0,40.751499,-73.36193100000001,"(40.751499, -73.361931)"
1484,YAPHANK FIRE DEPARTMENT,52118,451 MAIN STREET,YAPHANK,NY,11980,52,Suffolk,6319243200.0,40.836760999999996,-72.91696999999999,"(40.836761, -72.91697)"
1485,FARMINGVILLE FIRE DEPARTMENT,52119,780 HORSEBLOCK ROAD,FARMINGVILLE,NY,11738,52,Suffolk,6317326611.0,40.831221,-73.030399,"(40.831221, -73.030399)"
1486,KISMET FIRE DEPARTMENT,52120,PO BOX 490,BRIGHTWATERS,NY,11718,52,Suffolk,6315838084.0,40.723194,-73.261602,"(40.723194, -73.261602)"
1487,NISSEQUOGUE FIRE DEPARTMENT,52121,643 MORICHES ROAD,ST JAMES,NY,11780,52,Suffolk,6318627410.0,40.899741999999996,-73.201164,"(40.899742, -73.201164)"
1488,BEAVERKILL VALLEY FIRE COMPANY,53001,1524 BEAVERKILL ROAD,LEW BEACH,NY,12758,53,Sullivan,8454394199.0,42.005288,-74.783737,"(42.005288, -74.783737)"
1489,BLOOMINGBURG FIRE COMPANY,53002,117 GODFREY ROAD PO BOX 1039,BLOOMINGBURG,NY,12721,53,Sullivan,8457331000.0,41.554551000000004,-74.44041800000001,"(41.554551, -74.440418)"
1490,CALLICOON FIRE DEPARTMENT,53003,9305 ROUTE 97 PO BOX 806,CALLICOON,NY,12723,53,Sullivan,8458874233.0,41.767848,-75.0572,"(41.767848, -75.0572)"
1491,CALLICOON CENTER FIRE DEPARTMENT,53004,1669 GULF ROAD PO BOX 144,CALLICOON CENTER,NY,12724,53,Sullivan,8454823020.0,41.838553000000005,-74.946337,"(41.838553, -74.946337)"
1492,CLARYVILLE FIRE COMPANY,53005,1500 DENNING RD PO BOX 146,CLARYVILLE,NY,12725,53,Sullivan,8459857270.0,41.92511,-74.556499,"(41.92511, -74.556499)"
1493,FORESTBURG FIRE COMPANY,53006,2539 STATE RTE 42 PO BOX 61,FORESTBURGH,NY,12777,53,Sullivan,8457947899.0,41.567476,-74.74042299999999,"(41.567476, -74.740423)"
1494,GRAHAMSVILLE FIRE DEPARTMENT,53007,205 MAIN STREET PO BOX 331,GRAHAMSVILLE,NY,12740,53,Sullivan,8459852260.0,41.84675,-74.54236999999999,"(41.84675, -74.54237)"
1495,HANKINS FIRE DISTRICT,53008,20 NEWMAN HILL RD POB 164,HANKINS,NY,12741,53,Sullivan,8458872028.0,41.82761,-75.08779,"(41.82761, -75.08779)"
1496,HIGHLAND LAKE FIRE COMPANY,53009,144 HIGHLAND LAKE ROAD PO BOX 65,HIGHLAND LAKE,NY,12743,53,Sullivan,8455578788.0,41.52556,-74.8546,"(41.52556, -74.8546)"
1497,HORTONVILLE VOLUNTEER FIRE CO,53010,100 MAIN STREET PO BOX 71,HORTONVILLE,NY,12745,53,Sullivan,8458875177.0,41.78201,-75.02076,"(41.78201, -75.02076)"
